orig,dest,start_t,end_t,q
3,5,0,4800,0.080542
3,6,0,4800,0.121417
3,7,0,4800,0.095396
3,8,0,4800,0.000208
3,9,0,4800,0.011896
3,10,0,4800,0.013
3,11,0,4800,0.000208
3,12,0,4800,0.006958
3,13,0,4800,0.00775
3,14,0,4800,0.000208
3,15,0,4800,0.050333
3,16,0,4800,0.00325
3,17,0,4800,0.021375
3,18,0,4800,0.033146
3,19,0,4800,0.014812
3,20,0,4800,0.080333
3,21,0,4800,0.022833
3,22,0,4800,0.016271
3,23,0,4800,0.005229
3,24,0,4800,0.006833
3,25,0,4800,0.143229
3,26,0,4800,0.005687
3,27,0,4800,0.004458
3,28,0,4800,0.017271
3,29,0,4800,0.022833
3,30,0,4800,0.027521
3,31,0,4800,0.048854
3,32,0,4800,0.014563
3,33,0,4800,0.012729
3,34,0,4800,0.021167
3,35,0,4800,0.012229
3,36,0,4800,0.009042
3,37,0,4800,0.002833
3,38,0,4800,0.024354
4,1,0,4800,0.254688
4,2,0,4800,0.438896
4,3,0,4800,0.195542
4,5,0,4800,0.138729
4,6,0,4800,0.206
4,7,0,4800,0.160375
4,8,0,4800,0.000208
4,9,0,4800,0.019083
4,10,0,4800,0.022625
4,11,0,4800,0.000208
4,12,0,4800,0.009958
4,13,0,4800,0.012708
4,14,0,4800,0.000208
4,15,0,4800,0.135813
4,16,0,4800,0.005771
4,17,0,4800,0.034646
4,18,0,4800,0.062
4,19,0,4800,0.032417
4,20,0,4800,0.125333
4,21,0,4800,0.039813
4,22,0,4800,0.027625
4,23,0,4800,0.007875
4,24,0,4800,0.013
4,25,0,4800,0.183542
4,26,0,4800,0.011167
4,27,0,4800,0.007521
4,28,0,4800,0.022437
4,29,0,4800,0.037479
4,30,0,4800,0.062833
4,31,0,4800,0.106021
4,32,0,4800,0.024875
4,33,0,4800,0.019646
4,34,0,4800,0.034896
4,35,0,4800,0.020563
4,36,0,4800,0.015542
4,37,0,4800,0.004521
4,38,0,4800,0.041646
5,1,0,4800,0.050708
5,2,0,4800,0.087333
5,3,0,4800,0.030271
5,4,0,4800,0.064917
5,6,0,4800,0.04075
5,7,0,4800,0.033062
5,8,0,4800,0.000208
5,9,0,4800,0.004125
5,10,0,4800,0.004438
5,11,0,4800,0.000208
5,12,0,4800,0.001417
5,13,0,4800,0.002833
5,14,0,4800,0.000208
5,15,0,4800,0.014917
5,16,0,4800,0.000917
5,17,0,4800,0.006521
5,18,0,4800,0.009771
5,19,0,4800,0.006625
5,20,0,4800,0.034708
5,21,0,4800,0.010146
5,22,0,4800,0.005167
5,23,0,4800,0.003188
5,24,0,4800,0.001625
5,25,0,4800,0.038479
5,26,0,4800,0.001563
5,27,0,4800,0.001062
5,28,0,4800,0.004625
5,29,0,4800,0.008667
5,30,0,4800,0.011896
5,31,0,4800,0.022854
5,32,0,4800,0.005125
5,33,0,4800,0.004708
5,34,0,4800,0.009521
5,35,0,4800,0.0045
5,36,0,4800,0.002375
5,37,0,4800,0.001458
5,38,0,4800,0.008021
6,1,0,4800,0.132792
6,2,0,4800,0.227063
6,3,0,4800,0.079542
6,4,0,4800,0.169188
6,5,0,4800,0.070458
6,7,0,4800,0.099562
6,8,0,4800,0.000208
6,9,0,4800,0.015333
6,10,0,4800,0.011312
6,11,0,4800,0.000208
6,12,0,4800,0.00675
6,13,0,4800,0.007438
6,14,0,4800,0.000208
6,15,0,4800,0.037312
6,16,0,4800,0.002458
6,17,0,4800,0.016479
6,18,0,4800,0.027375
6,19,0,4800,0.012958
6,20,0,4800,0.07625
6,21,0,4800,0.020167
6,22,0,4800,0.018375
6,23,0,4800,0.005687
6,24,0,4800,0.003854
6,25,0,4800,0.102375
6,26,0,4800,0.004396
6,27,0,4800,0.002958
6,28,0,4800,0.011708
6,29,0,4800,0.021167
6,30,0,4800,0.022625
6,31,0,4800,0.058625
6,32,0,4800,0.017208
6,33,0,4800,0.015125
6,34,0,4800,0.018458
6,35,0,4800,0.014104
6,36,0,4800,0.009854
6,37,0,4800,0.002896
6,38,0,4800,0.027646
7,1,0,4800,0.142146
7,2,0,4800,0.248292
7,3,0,4800,0.089813
7,4,0,4800,0.184042
7,5,0,4800,0.079083
7,6,0,4800,0.134667
7,8,0,4800,0.000208
7,9,0,4800,0.013187
7,10,0,4800,0.015542
7,11,0,4800,0.000208
7,12,0,4800,0.007458
7,13,0,4800,0.007062
7,14,0,4800,0.000208
7,15,0,4800,0.035896
7,16,0,4800,0.002646
7,17,0,4800,0.015083
7,18,0,4800,0.023125
7,19,0,4800,0.0145
7,20,0,4800,0.073375
7,21,0,4800,0.022375
7,22,0,4800,0.019396
7,23,0,4800,0.005375
7,24,0,4800,0.005583
7,25,0,4800,0.099583
7,26,0,4800,0.006104
7,27,0,4800,0.003333
7,28,0,4800,0.012833
7,29,0,4800,0.021229
7,30,0,4800,0.029125
7,31,0,4800,0.0615
7,32,0,4800,0.018
7,33,0,4800,0.015292
7,34,0,4800,0.01925
7,35,0,4800,0.015083
7,36,0,4800,0.011583
7,37,0,4800,0.002021
7,38,0,4800,0.032688
8,1,0,4800,0.009229
8,2,0,4800,0.019854
8,3,0,4800,0.000271
8,4,0,4800,0.005854
8,5,0,4800,0.005542
8,6,0,4800,0.007042
8,7,0,4800,0.007458
8,9,0,4800,0.002875
8,10,0,4800,0.000313
8,11,0,4800,0.000208
8,12,0,4800,0.000313
8,13,0,4800,0.001458
8,14,0,4800,0.000208
8,15,0,4800,0.010375
8,16,0,4800,0.000417
8,17,0,4800,0.004792
8,18,0,4800,0.006562
8,19,0,4800,0.003
8,20,0,4800,0.013146
8,21,0,4800,0.002667
8,22,0,4800,0.001625
8,23,0,4800,0.000208
8,24,0,4800,0.000375
8,25,0,4800,0.009542
8,26,0,4800,0.000271
8,27,0,4800,0.000333
8,28,0,4800,0.001437
8,29,0,4800,0.003625
8,30,0,4800,0.003563
8,31,0,4800,0.01075
8,32,0,4800,0.001542
8,33,0,4800,0.004021
8,34,0,4800,0.001062
8,35,0,4800,0.001312
8,36,0,4800,0.000271
8,37,0,4800,0.000208
8,38,0,4800,0.008708
9,1,0,4800,0.041375
9,2,0,4800,0.061146
9,3,0,4800,0.027625
9,4,0,4800,0.041958
9,5,0,4800,0.015813
9,6,0,4800,0.032833
9,7,0,4800,0.020688
9,8,0,4800,0.000208
9,10,0,4800,0.010375
9,11,0,4800,0.000208
9,12,0,4800,0.001625
9,13,0,4800,0.000646
9,14,0,4800,0.000208
9,15,0,4800,0.000208
9,16,0,4800,0.000792
9,17,0,4800,0.0045
9,18,0,4800,0.008083
9,19,0,4800,0.003604
9,20,0,4800,0.020229
9,21,0,4800,0.012167
9,22,0,4800,0.010708
9,23,0,4800,0.005479
9,24,0,4800,0.004396
9,25,0,4800,0.04925
9,26,0,4800,0.005479
9,27,0,4800,0.001583
9,28,0,4800,0.004958
9,29,0,4800,0.008875
9,30,0,4800,0.013125
9,31,0,4800,0.012313
9,32,0,4800,0.009125
9,33,0,4800,0.001771
9,34,0,4800,0.008625
9,35,0,4800,0.006521
9,36,0,4800,0.008979
9,37,0,4800,0.001479
9,38,0,4800,0.009187
10,1,0,4800,0.002563
10,2,0,4800,0.004396
10,3,0,4800,0.001979
10,4,0,4800,0.002729
10,5,0,4800,0.001208
10,6,0,4800,0.002312
10,7,0,4800,0.001208
10,8,0,4800,0.000208
10,9,0,4800,0.000208
10,11,0,4800,0.000208
10,12,0,4800,0.000375
10,13,0,4800,0.000208
10,14,0,4800,0.000208
10,15,0,4800,0.000208
10,16,0,4800,0.000208
10,17,0,4800,0.000208
10,18,0,4800,0.000521
10,19,0,4800,0.000375
10,20,0,4800,0.000208
10,21,0,4800,0.000958
10,22,0,4800,0.000625
10,23,0,4800,0.000208
10,24,0,4800,0.000417
10,25,0,4800,0.002604
10,26,0,4800,0.000479
10,27,0,4800,0.000375
10,28,0,4800,0.000583
10,29,0,4800,0.000417
10,30,0,4800,0.000833
10,31,0,4800,0.000687
10,32,0,4800,0.000687
10,33,0,4800,0.000208
10,34,0,4800,0.000417
10,35,0,4800,0.000521
10,36,0,4800,0.000479
10,37,0,4800,0.000271
10,38,0,4800,0.000792
11,1,0,4800,0.007458
11,2,0,4800,0.01225
11,3,0,4800,0.00475
11,4,0,4800,0.009542
11,5,0,4800,0.0025
11,6,0,4800,0.003083
11,7,0,4800,0.004396
11,8,0,4800,0.000208
11,9,0,4800,0.000208
11,10,0,4800,0.003708
11,12,0,4800,0.000417
11,13,0,4800,0.001146
11,14,0,4800,0.000208
11,15,0,4800,0.0025
11,16,0,4800,0.000208
11,17,0,4800,0.002292
11,18,0,4800,0.000208
11,19,0,4800,0.001875
11,20,0,4800,0.005271
11,21,0,4800,0.001771
11,22,0,4800,0.000833
11,23,0,4800,0.000208
11,24,0,4800,0.001
11,25,0,4800,0.010729
11,26,0,4800,0.001833
11,27,0,4800,0.000375
11,28,0,4800,0.002458
11,29,0,4800,0.00375
11,30,0,4800,0.002458
11,31,0,4800,0.005229
11,32,0,4800,0.001146
11,33,0,4800,0.000208
11,34,0,4800,0.003396
11,35,0,4800,0.000687
11,36,0,4800,0.000958
11,37,0,4800,0.000313
11,38,0,4800,0.001625
12,1,0,4800,0.007333
12,2,0,4800,0.012792
12,3,0,4800,0.004125
12,4,0,4800,0.009313
12,5,0,4800,0.003312
12,6,0,4800,0.004833
12,7,0,4800,0.003604
12,8,0,4800,0.000208
12,9,0,4800,0.000542
12,10,0,4800,0.001479
12,11,0,4800,0.000208
12,13,0,4800,0.001104
12,14,0,4800,0.000208
12,15,0,4800,0.003563
12,16,0,4800,0.000375
12,17,0,4800,0.001479
12,18,0,4800,0.002667
12,19,0,4800,0.001437
12,20,0,4800,0.006667
12,21,0,4800,0.002375
12,22,0,4800,0.001187
12,23,0,4800,0.000208
12,24,0,4800,0.000313
12,25,0,4800,0.012333
12,26,0,4800,0.000687
12,27,0,4800,0.000375
12,28,0,4800,0.001667
12,29,0,4800,0.002563
12,30,0,4800,0.002312
12,31,0,4800,0.004396
12,32,0,4800,0.001042
12,33,0,4800,0.001312
12,34,0,4800,0.001687
12,35,0,4800,0.001062
12,36,0,4800,0.000313
12,37,0,4800,0.000271
12,38,0,4800,0.002354
13,1,0,4800,0.000208
13,2,0,4800,0.000208
13,3,0,4800,0.000208
13,4,0,4800,0.000208
13,5,0,4800,0.000208
13,6,0,4800,0.000208
13,7,0,4800,0.000208
13,8,0,4800,0.000208
13,9,0,4800,0.000208
13,10,0,4800,0.000208
13,11,0,4800,0.000208
13,12,0,4800,0.000208
13,14,0,4800,0.000208
13,15,0,4800,0.000208
13,16,0,4800,0.000208
13,17,0,4800,0.000208
13,18,0,4800,0.000208
13,19,0,4800,0.000208
13,20,0,4800,0.000208
13,21,0,4800,0.000208
13,22,0,4800,0.000208
13,23,0,4800,0.000208
13,24,0,4800,0.000208
13,25,0,4800,0.000208
13,26,0,4800,0.000208
13,27,0,4800,0.000208
13,28,0,4800,0.000208
13,29,0,4800,0.000208
13,30,0,4800,0.000208
13,31,0,4800,0.000208
13,32,0,4800,0.000208
13,33,0,4800,0.000208
13,34,0,4800,0.000208
13,35,0,4800,0.000208
13,36,0,4800,0.000208
13,37,0,4800,0.000208
13,38,0,4800,0.000208
14,1,0,4800,0.002042
14,2,0,4800,0.0035
14,3,0,4800,0.001875
14,4,0,4800,0.002979
14,5,0,4800,0.000937
14,6,0,4800,0.001208
14,7,0,4800,0.000896
14,8,0,4800,0.000208
14,9,0,4800,0.000208
14,10,0,4800,0.000313
14,11,0,4800,0.000208
14,12,0,4800,0.000313
14,13,0,4800,0.000208
14,15,0,4800,0.000208
14,16,0,4800,0.000313
14,17,0,4800,0.000208
14,18,0,4800,0.000208
14,19,0,4800,0.000271
14,20,0,4800,0.000208
14,21,0,4800,0.000687
14,22,0,4800,0.000313
14,23,0,4800,0.000208
14,24,0,4800,0.000583
14,25,0,4800,0.002354
14,26,0,4800,0.000521
14,27,0,4800,0.000313
14,28,0,4800,0.000417
14,29,0,4800,0.000208
14,30,0,4800,0.000937
14,31,0,4800,0.000729
14,32,0,4800,0.000417
14,33,0,4800,0.000208
14,34,0,4800,0.000375
14,35,0,4800,0.000271
14,36,0,4800,0.000375
14,37,0,4800,0.000271
14,38,0,4800,0.000583
15,1,0,4800,0.007042
15,2,0,4800,0.012875
15,3,0,4800,0.006937
15,4,0,4800,0.010729
15,5,0,4800,0.0035
15,6,0,4800,0.004542
15,7,0,4800,0.002979
15,8,0,4800,0.000208
15,9,0,4800,0.000208
15,10,0,4800,0.001521
15,11,0,4800,0.000208
15,12,0,4800,0.000583
15,13,0,4800,0.000271
15,14,0,4800,0.000208
15,16,0,4800,0.000375
15,17,0,4800,0.000208
15,18,0,4800,0.000208
15,19,0,4800,0.001042
15,20,0,4800,0.000208
15,21,0,4800,0.002396
15,22,0,4800,0.001521
15,23,0,4800,0.000208
15,24,0,4800,0.001979
15,25,0,4800,0.007292
15,26,0,4800,0.001625
15,27,0,4800,0.000479
15,28,0,4800,0.001312
15,29,0,4800,0.000833
15,30,0,4800,0.003229
15,31,0,4800,0.0025
15,32,0,4800,0.001208
15,33,0,4800,0.000208
15,34,0,4800,0.001458
15,35,0,4800,0.001
15,36,0,4800,0.001042
15,37,0,4800,0.000313
15,38,0,4800,0.002354
16,1,0,4800,0.003625
16,2,0,4800,0.006083
16,3,0,4800,0.002417
16,4,0,4800,0.004708
16,5,0,4800,0.002354
16,6,0,4800,0.002312
16,7,0,4800,0.001667
16,8,0,4800,0.000208
16,9,0,4800,0.000271
16,10,0,4800,0.000208
16,11,0,4800,0.000208
16,12,0,4800,0.000208
16,13,0,4800,0.000333
16,14,0,4800,0.000208
16,15,0,4800,0.002667
16,17,0,4800,0.00125
16,18,0,4800,0.001417
16,19,0,4800,0.000958
16,20,0,4800,0.002833
16,21,0,4800,0.001104
16,22,0,4800,0.000979
16,23,0,4800,0.000208
16,24,0,4800,0.000208
16,25,0,4800,0.005042
16,26,0,4800,0.000271
16,27,0,4800,0.000208
16,28,0,4800,0.001083
16,29,0,4800,0.001083
16,30,0,4800,0.001104
16,31,0,4800,0.002354
16,32,0,4800,0.000625
16,33,0,4800,0.000646
16,34,0,4800,0.000979
16,35,0,4800,0.000646
16,36,0,4800,0.000271
16,37,0,4800,0.000208
16,38,0,4800,0.000917
17,1,0,4800,0.011521
17,2,0,4800,0.018396
17,3,0,4800,0.012083
17,4,0,4800,0.017917
17,5,0,4800,0.006479
17,6,0,4800,0.007042
17,7,0,4800,0.004479
17,8,0,4800,0.000208
17,9,0,4800,0.000208
17,10,0,4800,0.001521
17,11,0,4800,0.000208
17,12,0,4800,0.00075
17,13,0,4800,0.000375
17,14,0,4800,0.000208
17,15,0,4800,0.000208
17,16,0,4800,0.000333
17,18,0,4800,0.001208
17,19,0,4800,0.001896
17,20,0,4800,0.005167
17,21,0,4800,0.003188
17,22,0,4800,0.002354
17,23,0,4800,0.000208
17,24,0,4800,0.001833
17,25,0,4800,0.011771
17,26,0,4800,0.001667
17,27,0,4800,0.000625
17,28,0,4800,0.001875
17,29,0,4800,0.001479
17,30,0,4800,0.004375
17,31,0,4800,0.0035
17,32,0,4800,0.002042
17,33,0,4800,0.000729
17,34,0,4800,0.002312
17,35,0,4800,0.001667
17,36,0,4800,0.0025
17,37,0,4800,0.000313
17,38,0,4800,0.002417
18,1,0,4800,0.037729
18,2,0,4800,0.064917
18,3,0,4800,0.042042
18,4,0,4800,0.069729
18,5,0,4800,0.0285
18,6,0,4800,0.028208
18,7,0,4800,0.02275
18,8,0,4800,0.000208
18,9,0,4800,0.002458
18,10,0,4800,0.00825
18,11,0,4800,0.000208
18,12,0,4800,0.003188
18,13,0,4800,0.002312
18,14,0,4800,0.000208
18,15,0,4800,0.010271
18,16,0,4800,0.002
18,17,0,4800,0.002396
18,19,0,4800,0.011333
18,20,0,4800,0.042521
18,21,0,4800,0.014313
18,22,0,4800,0.008625
18,23,0,4800,0.000271
18,24,0,4800,0.006104
18,25,0,4800,0.044667
18,26,0,4800,0.006937
18,27,0,4800,0.002771
18,28,0,4800,0.008708
18,29,0,4800,0.008667
18,30,0,4800,0.031729
18,31,0,4800,0.027375
18,32,0,4800,0.008583
18,33,0,4800,0.003979
18,34,0,4800,0.014875
18,35,0,4800,0.007042
18,36,0,4800,0.008708
18,37,0,4800,0.001
18,38,0,4800,0.014083
19,1,0,4800,0.012104
19,2,0,4800,0.020167
19,3,0,4800,0.009333
19,4,0,4800,0.02025
19,5,0,4800,0.008271
19,6,0,4800,0.009854
19,7,0,4800,0.007687
19,8,0,4800,0.000208
19,9,0,4800,0.003354
19,10,0,4800,0.002312
19,11,0,4800,0.000208
19,12,0,4800,0.000792
19,13,0,4800,0.001479
19,14,0,4800,0.000208
19,15,0,4800,0.00725
19,16,0,4800,0.000542
19,17,0,4800,0.004438
19,18,0,4800,0.007583
19,20,0,4800,0.020333
19,21,0,4800,0.0055
19,22,0,4800,0.003062
19,23,0,4800,0.0025
19,24,0,4800,0.000792
19,25,0,4800,0.021083
19,26,0,4800,0.000729
19,27,0,4800,0.000937
19,28,0,4800,0.002354
19,29,0,4800,0.004417
19,30,0,4800,0.006625
19,31,0,4800,0.008896
19,32,0,4800,0.00275
19,33,0,4800,0.002604
19,34,0,4800,0.005771
19,35,0,4800,0.003208
19,36,0,4800,0.001833
19,37,0,4800,0.001167
19,38,0,4800,0.005646
20,1,0,4800,0.005313
20,2,0,4800,0.012042
20,3,0,4800,0.000208
20,4,0,4800,0.006479
20,5,0,4800,0.005271
20,6,0,4800,0.003771
20,7,0,4800,0.005271
20,8,0,4800,0.000208
20,9,0,4800,0.001479
20,10,0,4800,0.000521
20,11,0,4800,0.000208
20,12,0,4800,0.000313
20,13,0,4800,0.000958
20,14,0,4800,0.000208
20,15,0,4800,0.006833
20,16,0,4800,0.000479
20,17,0,4800,0.001458
20,18,0,4800,0.002812
20,19,0,4800,0.003188
20,21,0,4800,0.002979
20,22,0,4800,0.001271
20,23,0,4800,0.000208
20,24,0,4800,0.000375
20,25,0,4800,0.005063
20,26,0,4800,0.000208
20,27,0,4800,0.000271
20,28,0,4800,0.001104
20,29,0,4800,0.002667
20,30,0,4800,0.00825
20,31,0,4800,0.011208
20,32,0,4800,0.001
20,33,0,4800,0.002667
20,34,0,4800,0.002
20,35,0,4800,0.001271
20,36,0,4800,0.000208
20,37,0,4800,0.000208
20,38,0,4800,0.006937
21,1,0,4800,0.029563
21,2,0,4800,0.054396
21,3,0,4800,0.014896
21,4,0,4800,0.036208
21,5,0,4800,0.021542
21,6,0,4800,0.028333
21,7,0,4800,0.028646
21,8,0,4800,0.000208
21,9,0,4800,0.008812
21,10,0,4800,0.006729
21,11,0,4800,0.000208
21,12,0,4800,0.002354
21,13,0,4800,0.004562
21,14,0,4800,0.000208
21,15,0,4800,0.022833
21,16,0,4800,0.001542
21,17,0,4800,0.009229
21,18,0,4800,0.019563
21,19,0,4800,0.010771
21,20,0,4800,0.064833
21,22,0,4800,0.009708
21,23,0,4800,0.000271
21,24,0,4800,0.002688
21,25,0,4800,0.044083
21,26,0,4800,0.002458
21,27,0,4800,0.001542
21,28,0,4800,0.006937
21,29,0,4800,0.012896
21,30,0,4800,0.017042
21,31,0,4800,0.028438
21,32,0,4800,0.006229
21,33,0,4800,0.006854
21,34,0,4800,0.014542
21,35,0,4800,0.007646
21,36,0,4800,0.003917
21,37,0,4800,0.000646
21,38,0,4800,0.019042
22,1,0,4800,0.017917
22,2,0,4800,0.031625
22,3,0,4800,0.011167
22,4,0,4800,0.0235
22,5,0,4800,0.013354
22,6,0,4800,0.018625
22,7,0,4800,0.015604
22,8,0,4800,0.000208
22,9,0,4800,0.004479
22,10,0,4800,0.003875
22,11,0,4800,0.000208
22,12,0,4800,0.001333
22,13,0,4800,0.002312
22,14,0,4800,0.000208
22,15,0,4800,0.010896
22,16,0,4800,0.000896
22,17,0,4800,0.004438
22,18,0,4800,0.006854
22,19,0,4800,0.005687
22,20,0,4800,0.025937
22,21,0,4800,0.0095
22,23,0,4800,0.002312
22,24,0,4800,0.001563
22,25,0,4800,0.028417
22,26,0,4800,0.001667
22,27,0,4800,0.001062
22,28,0,4800,0.003896
22,29,0,4800,0.006646
22,30,0,4800,0.008125
22,31,0,4800,0.018667
22,32,0,4800,0.004083
22,33,0,4800,0.003708
22,34,0,4800,0.007521
22,35,0,4800,0.00525
22,36,0,4800,0.003667
22,37,0,4800,0.001167
22,38,0,4800,0.011208
23,1,0,4800,0.024833
23,2,0,4800,0.041063
23,3,0,4800,0.011854
23,4,0,4800,0.024167
23,5,0,4800,0.011083
23,6,0,4800,0.022833
23,7,0,4800,0.013896
23,8,0,4800,0.000208
23,9,0,4800,0.002458
23,10,0,4800,0.002417
23,11,0,4800,0.000208
23,12,0,4800,0.000854
23,13,0,4800,0.001542
23,14,0,4800,0.000208
23,15,0,4800,0.008729
23,16,0,4800,0.000646
23,17,0,4800,0.002042
23,18,0,4800,0.009958
23,19,0,4800,0.003625
23,20,0,4800,0.017104
23,21,0,4800,0.010771
23,22,0,4800,0.007833
23,24,0,4800,0.001312
23,25,0,4800,0.03275
23,26,0,4800,0.00125
23,27,0,4800,0.000917
23,28,0,4800,0.002688
23,29,0,4800,0.004687
23,30,0,4800,0.009958
23,31,0,4800,0.012438
23,32,0,4800,0.004562
23,33,0,4800,0.003771
23,34,0,4800,0.004875
23,35,0,4800,0.004562
23,36,0,4800,0.002354
23,37,0,4800,0.001208
23,38,0,4800,0.011521
24,1,0,4800,0.006208
24,2,0,4800,0.010687
24,3,0,4800,0.006208
24,4,0,4800,0.009229
24,5,0,4800,0.002833
24,6,0,4800,0.003854
24,7,0,4800,0.002563
24,8,0,4800,0.000208
24,9,0,4800,0.000208
24,10,0,4800,0.002042
24,11,0,4800,0.000208
24,12,0,4800,0.000854
24,13,0,4800,0.000375
24,14,0,4800,0.000208
24,15,0,4800,0.000208
24,16,0,4800,0.000208
24,17,0,4800,0.000208
24,18,0,4800,0.000313
24,19,0,4800,0.000896
24,20,0,4800,0.000833
24,21,0,4800,0.001792
24,22,0,4800,0.001208
24,23,0,4800,0.000208
24,25,0,4800,0.008229
24,26,0,4800,0.002396
24,27,0,4800,0.000729
24,28,0,4800,0.001104
24,29,0,4800,0.000854
24,30,0,4800,0.003229
24,31,0,4800,0.002521
24,32,0,4800,0.001896
24,33,0,4800,0.000208
24,34,0,4800,0.001417
24,35,0,4800,0.000958
24,36,0,4800,0.001417
24,37,0,4800,0.000375
24,38,0,4800,0.001417
25,1,0,4800,0.166
25,2,0,4800,0.256729
25,3,0,4800,0.170625
25,4,0,4800,0.25675
25,5,0,4800,0.0695
25,6,0,4800,0.107875
25,7,0,4800,0.059125
25,8,0,4800,0.000208
25,9,0,4800,0.000208
25,10,0,4800,0.019125
25,11,0,4800,0.000208
25,12,0,4800,0.011312
25,13,0,4800,0.007812
25,14,0,4800,0.000208
25,15,0,4800,0.074958
25,16,0,4800,0.003813
25,17,0,4800,0.000313
25,18,0,4800,0.027354
25,19,0,4800,0.017146
25,20,0,4800,0.060958
25,21,0,4800,0.047729
25,22,0,4800,0.034021
25,23,0,4800,0.006562
25,24,0,4800,0.025729
25,26,0,4800,0.032188
25,27,0,4800,0.010188
25,28,0,4800,0.035792
25,29,0,4800,0.024479
25,30,0,4800,0.040688
25,31,0,4800,0.043979
25,32,0,4800,0.039917
25,33,0,4800,0.010271
25,34,0,4800,0.029667
25,35,0,4800,0.02325
25,36,0,4800,0.033292
25,37,0,4800,0.005438
25,38,0,4800,0.028708
26,1,0,4800,0.050958
26,2,0,4800,0.079917
26,3,0,4800,0.050375
26,4,0,4800,0.0775
26,5,0,4800,0.021229
26,6,0,4800,0.032438
26,7,0,4800,0.01925
26,8,0,4800,0.000208
26,9,0,4800,0.000438
26,10,0,4800,0.008
26,11,0,4800,0.000208
26,12,0,4800,0.004083
26,13,0,4800,0.003208
26,14,0,4800,0.000208
26,15,0,4800,0.003875
26,16,0,4800,0.001167
26,17,0,4800,0.001375
26,18,0,4800,0.008667
26,19,0,4800,0.006063
26,20,0,4800,0.025479
26,21,0,4800,0.01375
26,22,0,4800,0.009917
26,23,0,4800,0.000896
26,24,0,4800,0.006583
26,25,0,4800,0.087417
26,27,0,4800,0.002729
26,28,0,4800,0.011542
26,29,0,4800,0.010375
26,30,0,4800,0.012208
26,31,0,4800,0.01275
26,32,0,4800,0.012292
26,33,0,4800,0.005896
26,34,0,4800,0.009875
26,35,0,4800,0.007208
26,36,0,4800,0.01075
26,37,0,4800,0.001417
26,38,0,4800,0.009542
27,1,0,4800,0.008187
27,2,0,4800,0.013354
27,3,0,4800,0.007042
27,4,0,4800,0.011437
27,5,0,4800,0.00475
27,6,0,4800,0.006958
27,7,0,4800,0.004625
27,8,0,4800,0.000208
27,9,0,4800,0.000208
27,10,0,4800,0.001458
27,11,0,4800,0.000208
27,12,0,4800,0.000687
27,13,0,4800,0.000521
27,14,0,4800,0.000208
27,15,0,4800,0.001833
27,16,0,4800,0.000208
27,17,0,4800,0.00075
27,18,0,4800,0.002396
27,19,0,4800,0.001208
27,20,0,4800,0.003104
27,21,0,4800,0.002563
27,22,0,4800,0.001646
27,23,0,4800,0.000208
27,24,0,4800,0.001354
27,25,0,4800,0.013958
27,26,0,4800,0.001625
27,28,0,4800,0.001896
27,29,0,4800,0.001792
27,30,0,4800,0.003917
27,31,0,4800,0.004604
27,32,0,4800,0.002354
27,33,0,4800,0.000958
27,34,0,4800,0.002333
27,35,0,4800,0.001583
27,36,0,4800,0.001625
27,37,0,4800,0.000271
