orig,dest,start_t,end_t,q
5,9,0,3600,0.0051805555555555554
5,10,0,3600,0.011380555555555555
5,11,0,3600,0.011308333333333333
5,12,0,3600,0.017022222222222223
5,13,0,3600,0.007608333333333333
5,14,0,3600,0.009286111111111111
5,15,0,3600,0.007847222222222222
5,16,0,3600,0.011263888888888888
5,17,0,3600,0.0013277777777777778
5,18,0,3600,0.0020805555555555555
5,19,0,3600,0.003736111111111111
5,20,0,3600,0.011055555555555555
5,21,0,3600,0.015994444444444443
5,22,0,3600,0.002477777777777778
5,23,0,3600,0.0028444444444444446
6,1,0,3600,0.0012166666666666667
6,2,0,3600,0.0018194444444444445
6,3,0,3600,0.007275
6,4,0,3600,0.005019444444444444
6,5,0,3600,0.006538888888888888
6,7,0,3600,0.003936111111111111
6,8,0,3600,0.004494444444444444
6,9,0,3600,0.004091666666666667
6,10,0,3600,0.01005
6,11,0,3600,0.009133333333333334
6,12,0,3600,0.01271111111111111
6,13,0,3600,0.007536111111111111
6,14,0,3600,0.006722222222222222
6,15,0,3600,0.0076638888888888885
6,16,0,3600,0.008027777777777778
6,17,0,3600,0.001175
6,18,0,3600,0.0015805555555555557
6,19,0,3600,0.002488888888888889
6,20,0,3600,0.005761111111111111
6,21,0,3600,0.010622222222222222
6,22,0,3600,0.0003194444444444444
6,23,0,3600,0.0018861111111111112
7,1,0,3600,0.0011138888888888889
7,2,0,3600,0.0014916666666666667
7,3,0,3600,0.007611111111111111
7,4,0,3600,0.0049138888888888895
7,5,0,3600,0.007711111111111111
7,6,0,3600,0.0033388888888888886
7,8,0,3600,0.008797222222222222
7,9,0,3600,0.0033555555555555556
7,10,0,3600,0.009608333333333335
7,11,0,3600,0.008669444444444445
7,12,0,3600,0.014152777777777778
7,13,0,3600,0.007119444444444444
7,14,0,3600,0.006413888888888889
7,15,0,3600,0.005336111111111111
7,16,0,3600,0.008169444444444444
7,17,0,3600,0.0009194444444444444
7,18,0,3600,0.0013750000000000001
7,19,0,3600,0.002213888888888889
7,20,0,3600,0.00555
7,21,0,3600,0.00813888888888889
7,22,0,3600,0.001313888888888889
7,23,0,3600,0.0015805555555555557
8,1,0,3600,0.00155
8,2,0,3600,0.0027861111111111107
8,3,0,3600,0.012422222222222222
8,4,0,3600,0.010022222222222222
8,5,0,3600,0.013461111111111111
8,6,0,3600,0.003872222222222222
8,7,0,3600,0.009713888888888888
8,9,0,3600,0.007080555555555555
8,10,0,3600,0.018958333333333334
8,11,0,3600,0.020575
8,12,0,3600,0.019705555555555556
8,13,0,3600,0.011077777777777778
8,14,0,3600,0.011455555555555556
8,15,0,3600,0.010863888888888888
8,16,0,3600,0.010933333333333333
8,17,0,3600,0.001811111111111111
8,18,0,3600,0.0022361111111111115
8,19,0,3600,0.004094444444444445
8,20,0,3600,0.012119444444444445
8,21,0,3600,0.018330555555555555
8,22,0,3600,0.0017111111111111112
8,23,0,3600,0.003916666666666666
9,1,0,3600,0.009969444444444444
9,2,0,3600,0.017977777777777777
9,3,0,3600,0.0030250000000000003
9,4,0,3600,0.0024000000000000002
9,5,0,3600,0.005666666666666666
9,6,0,3600,0.0033000000000000004
9,7,0,3600,0.0038
9,8,0,3600,0.005280555555555556
9,10,0,3600,0.004391666666666667
9,11,0,3600,0.006277777777777778
9,12,0,3600,0.00891388888888889
9,13,0,3600,0.003472222222222222
9,14,0,3600,0.0036361111111111112
9,15,0,3600,0.004008333333333333
9,16,0,3600,0.005083333333333334
9,17,0,3600,0.014119444444444443
9,18,0,3600,0.012261111111111112
9,19,0,3600,0.02106388888888889
9,20,0,3600,0.003375
9,21,0,3600,0.004602777777777778
9,22,0,3600,0.0012916666666666667
9,23,0,3600,0.029147222222222224
10,1,0,3600,0.001061111111111111
10,2,0,3600,0.0022749999999999997
10,3,0,3600,0.009738888888888889
10,4,0,3600,0.005147222222222222
10,5,0,3600,0.010677777777777777
10,6,0,3600,0.008352777777777778
10,7,0,3600,0.009094444444444445
10,8,0,3600,0.016705555555555557
10,9,0,3600,0.005108333333333334
10,11,0,3600,0.011502777777777777
10,12,0,3600,0.017652777777777778
10,13,0,3600,0.006488888888888889
10,14,0,3600,0.0092
10,15,0,3600,0.008883333333333333
10,16,0,3600,0.015130555555555555
10,17,0,3600,0.0015805555555555557
10,18,0,3600,0.001625
10,19,0,3600,0.0019472222222222221
10,20,0,3600,0.009805555555555555
10,21,0,3600,0.014908333333333334
10,22,0,3600,0.003408333333333333
10,23,0,3600,0.0025361111111111114
11,1,0,3600,0.0013638888888888889
11,2,0,3600,0.0018583333333333334
11,3,0,3600,0.013891666666666667
11,4,0,3600,0.006569444444444444
11,5,0,3600,0.010655555555555555
11,6,0,3600,0.007699999999999999
11,7,0,3600,0.008283333333333334
11,8,0,3600,0.018055555555555554
11,9,0,3600,0.004786111111111112
11,10,0,3600,0.011597222222222222
11,12,0,3600,0.020897222222222223
11,13,0,3600,0.008877777777777778
11,14,0,3600,0.00953888888888889
11,15,0,3600,0.007783333333333333
11,16,0,3600,0.015794444444444444
11,17,0,3600,0.0012805555555555556
11,18,0,3600,0.0020805555555555555
11,19,0,3600,0.0030388888888888887
11,20,0,3600,0.01126111111111111
11,21,0,3600,0.016125
11,22,0,3600,0.003425
11,23,0,3600,0.0021
12,1,0,3600,0.0024055555555555557
12,2,0,3600,0.0033833333333333332
12,3,0,3600,0.014275
12,4,0,3600,0.008227777777777778
12,5,0,3600,0.016766666666666666
12,6,0,3600,0.010775
12,7,0,3600,0.014147222222222222
12,8,0,3600,0.01783888888888889
12,9,0,3600,0.007869444444444445
12,10,0,3600,0.018636111111111114
12,11,0,3600,0.02185555555555556
12,13,0,3600,0.011683333333333334
12,14,0,3600,0.01816388888888889
12,15,0,3600,0.014852777777777777
12,16,0,3600,0.018475000000000002
12,17,0,3600,0.0023083333333333337
12,18,0,3600,0.0035416666666666665
12,19,0,3600,0.0053750000000000004
12,20,0,3600,0.013011111111111112
12,21,0,3600,0.0267
12,22,0,3600,0.003902777777777778
12,23,0,3600,0.004705555555555556
13,1,0,3600,0.0007416666666666666
13,2,0,3600,0.0015583333333333334
13,3,0,3600,0.006991666666666667
13,4,0,3600,0.003963888888888889
13,5,0,3600,0.007147222222222222
13,6,0,3600,0.0062611111111111105
13,7,0,3600,0.0067333333333333325
13,8,0,3600,0.009783333333333333
13,9,0,3600,0.00405
13,10,0,3600,0.006497222222222223
13,11,0,3600,0.008819444444444444
13,12,0,3600,0.011083333333333332
13,14,0,3600,0.006872222222222221
13,15,0,3600,0.006511111111111112
13,16,0,3600,0.009283333333333334
13,17,0,3600,0.0011166666666666666
13,18,0,3600,0.00115
13,19,0,3600,0.0016694444444444443
13,20,0,3600,0.006713888888888889
13,21,0,3600,0.010722222222222223
13,22,0,3600,0.0025527777777777775
13,23,0,3600,0.0021472222222222222
14,1,0,3600,0.0010444444444444444
14,2,0,3600,0.0019972222222222223
14,3,0,3600,0.009272222222222223
14,4,0,3600,0.005925
14,5,0,3600,0.00896388888888889
14,6,0,3600,0.005608333333333334
14,7,0,3600,0.006255555555555556
14,8,0,3600,0.0103
14,9,0,3600,0.004394444444444445
14,10,0,3600,0.00953611111111111
14,11,0,3600,0.00975
14,12,0,3600,0.017725
14,13,0,3600,0.0071111111111111115
14,15,0,3600,0.006780555555555555
14,16,0,3600,0.009847222222222222
14,17,0,3600,0.0015611111111111112
14,18,0,3600,0.0014583333333333334
14,19,0,3600,0.0019694444444444442
14,20,0,3600,0.008519444444444444
14,21,0,3600,0.011902777777777778
14,22,0,3600,0.002266666666666667
14,23,0,3600,0.0019055555555555557
15,1,0,3600,0.0011416666666666667
15,2,0,3600,0.0014194444444444445
15,3,0,3600,0.00885
15,4,0,3600,0.004750000000000001
15,5,0,3600,0.0074222222222222215
15,6,0,3600,0.006466666666666667
15,7,0,3600,0.005119444444444445
15,8,0,3600,0.009530555555555556
15,9,0,3600,0.003086111111111111
15,10,0,3600,0.008930555555555554
15,11,0,3600,0.007822222222222222
15,12,0,3600,0.014258333333333333
15,13,0,3600,0.006533333333333333
15,14,0,3600,0.006619444444444444
15,16,0,3600,0.007513888888888889
15,17,0,3600,0.0008777777777777778
15,18,0,3600,0.001563888888888889
15,19,0,3600,0.0020833333333333333
15,20,0,3600,0.008269444444444444
15,21,0,3600,0.010377777777777777
15,22,0,3600,0.0025111111111111107
15,23,0,3600,0.0013805555555555554
16,1,0,3600,0.0012027777777777779
16,2,0,3600,0.0016805555555555556
16,3,0,3600,0.012080555555555556
16,4,0,3600,0.007827777777777777
16,5,0,3600,0.011016666666666666
16,6,0,3600,0.006797222222222222
16,7,0,3600,0.008108333333333334
16,8,0,3600,0.009844444444444444
16,9,0,3600,0.0043972222222222225
16,10,0,3600,0.01586111111111111
16,11,0,3600,0.016402777777777777
16,12,0,3600,0.018338888888888887
16,13,0,3600,0.009744444444444444
16,14,0,3600,0.010016666666666667
16,15,0,3600,0.007772222222222222
16,17,0,3600,0.0011944444444444444
16,18,0,3600,0.0018666666666666666
16,19,0,3600,0.003391666666666667
16,20,0,3600,0.011119444444444444
16,21,0,3600,0.015680555555555555
16,22,0,3600,0.0028833333333333337
16,23,0,3600,0.0026555555555555555
17,1,0,3600,0.0027555555555555554
17,2,0,3600,0.005947222222222223
17,3,0,3600,0.0012194444444444444
17,4,0,3600,0.000975
17,5,0,3600,0.0015194444444444444
17,6,0,3600,0.00095
17,7,0,3600,0.0010916666666666668
17,8,0,3600,0.0013916666666666667
17,9,0,3600,0.01473611111111111
17,10,0,3600,0.0014666666666666667
17,11,0,3600,0.0017472222222222223
17,12,0,3600,0.002736111111111111
17,13,0,3600,0.0010361111111111111
17,14,0,3600,0.0013805555555555554
17,15,0,3600,0.0011888888888888889
17,16,0,3600,0.0014416666666666668
17,18,0,3600,0.004008333333333333
17,19,0,3600,0.009186111111111112
17,20,0,3600,0.001125
17,21,0,3600,0.001311111111111111
17,22,0,3600,0.0003777777777777778
17,23,0,3600,0.00895
18,1,0,3600,0.0038555555555555556
18,2,0,3600,0.006027777777777778
18,3,0,3600,0.001347222222222222
18,4,0,3600,0.0008416666666666666
18,5,0,3600,0.001713888888888889
18,6,0,3600,0.0011305555555555557
18,7,0,3600,0.0011472222222222222
18,8,0,3600,0.002075
18,9,0,3600,0.012611111111111111
18,10,0,3600,0.0022222222222222222
18,11,0,3600,0.0018444444444444443
18,12,0,3600,0.0029583333333333336
18,13,0,3600,0.0015694444444444445
18,14,0,3600,0.0018000000000000002
18,15,0,3600,0.0013833333333333334
18,16,0,3600,0.001575
18,17,0,3600,0.0039388888888888885
18,19,0,3600,0.010855555555555556
18,20,0,3600,0.001411111111111111
18,21,0,3600,0.0018277777777777778
18,22,0,3600,0.00048333333333333334
18,23,0,3600,0.010252777777777777
19,1,0,3600,0.008525
19,2,0,3600,0.01214722222222222
19,3,0,3600,0.0022944444444444444
19,4,0,3600,0.0010833333333333333
19,5,0,3600,0.0029305555555555556
19,6,0,3600,0.0017749999999999999
19,7,0,3600,0.001761111111111111
19,8,0,3600,0.0037166666666666667
19,9,0,3600,0.020916666666666667
19,10,0,3600,0.002586111111111111
19,11,0,3600,0.002533333333333333
19,12,0,3600,0.004269444444444445
19,13,0,3600,0.0022055555555555557
19,14,0,3600,0.002347222222222222
19,15,0,3600,0.0017305555555555557
19,16,0,3600,0.002719444444444444
19,17,0,3600,0.008722222222222221
19,18,0,3600,0.010494444444444445
19,20,0,3600,0.0024944444444444445
19,21,0,3600,0.0037944444444444445
19,22,0,3600,0.0008222222222222222
19,23,0,3600,0.011497222222222223
20,1,0,3600,0.0008861111111111111
20,2,0,3600,0.0017555555555555556
20,3,0,3600,0.006197222222222222
20,4,0,3600,0.004827777777777777
20,5,0,3600,0.01056388888888889
20,6,0,3600,0.004797222222222222
20,7,0,3600,0.005358333333333333
20,8,0,3600,0.010797222222222222
20,9,0,3600,0.004022222222222222
20,10,0,3600,0.010002777777777777
20,11,0,3600,0.011402777777777777
20,12,0,3600,0.012569444444444444
20,13,0,3600,0.006836111111111111
20,14,0,3600,0.008386111111111112
20,15,0,3600,0.008394444444444444
20,16,0,3600,0.010822222222222223
20,17,0,3600,0.0012472222222222223
20,18,0,3600,0.0011027777777777778
20,19,0,3600,0.0020083333333333333
20,21,0,3600,0.007838888888888888
20,22,0,3600,0.0015
20,23,0,3600,0.002211111111111111
21,1,0,3600,0.00115
21,2,0,3600,0.0026583333333333333
21,3,0,3600,0.010097222222222223
21,4,0,3600,0.008102777777777778
21,5,0,3600,0.01506111111111111
21,6,0,3600,0.008833333333333334
21,7,0,3600,0.007736111111111111
21,8,0,3600,0.016191666666666667
21,9,0,3600,0.0053861111111111115
21,10,0,3600,0.014977777777777779
21,11,0,3600,0.016066666666666667
21,12,0,3600,0.025405555555555553
21,13,0,3600,0.010755555555555555
21,14,0,3600,0.011541666666666665
21,15,0,3600,0.010369444444444443
21,16,0,3600,0.015027777777777779
21,17,0,3600,0.0014222222222222223
21,18,0,3600,0.0013555555555555556
21,19,0,3600,0.0029027777777777776
21,20,0,3600,0.007719444444444445
21,22,0,3600,0.0028027777777777777
21,23,0,3600,0.003188888888888889
22,1,0,3600,0.0004694444444444444
22,2,0,3600,0.0007972222222222223
22,3,0,3600,0.0022305555555555555
22,4,0,3600,0.002075
22,5,0,3600,0.0028805555555555555
22,6,0,3600,0.0002916666666666667
22,7,0,3600,0.0015333333333333332
22,8,0,3600,0.0018666666666666666
22,9,0,3600,0.001788888888888889
22,10,0,3600,0.004002777777777778
22,11,0,3600,0.004061111111111111
22,12,0,3600,0.0045583333333333335
22,13,0,3600,0.002988888888888889
22,14,0,3600,0.0026333333333333334
22,15,0,3600,0.002972222222222222
22,16,0,3600,0.003372222222222222
22,17,0,3600,0.0005166666666666667
22,18,0,3600,0.000575
22,19,0,3600,0.0009833333333333332
22,20,0,3600,0.0017527777777777776
22,21,0,3600,0.003286111111111111
22,23,0,3600,0.0008555555555555556
23,1,0,3600,0.006977777777777778
23,2,0,3600,0.013933333333333332
23,3,0,3600,0.00235
23,4,0,3600,0.0015194444444444444
23,5,0,3600,0.003191666666666667
23,6,0,3600,0.0015277777777777779
23,7,0,3600,0.0018361111111111113
23,8,0,3600,0.002972222222222222
23,9,0,3600,0.029869444444444445
23,10,0,3600,0.0022749999999999997
23,11,0,3600,0.0028194444444444447
23,12,0,3600,0.005469444444444445
23,13,0,3600,0.0019194444444444445
23,14,0,3600,0.001638888888888889
23,15,0,3600,0.0018388888888888888
23,16,0,3600,0.00315
23,17,0,3600,0.00878611111111111
23,18,0,3600,0.010230555555555555
23,19,0,3600,0.011880555555555556
23,20,0,3600,0.001936111111111111
23,21,0,3600,0.0028444444444444446
23,22,0,3600,0.0006222222222222223
